id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
1311299,167859,1253,88,1,1,,,,,
1311301,167859,1258,3.57,1,1,,,,,
1311305,167859,1003,23.16,1,1,,,,,
1311330,167859,1008,212,0,49,,,,,
1311349,167860,1093,80,0,,,,,,
1311368,167860,1253,480,0,,,,,,
1311369,167860,1258,1.51,0,,,,,,
1311378,167860,1003,25.4,3,,,,,,
1311380,167860,1004,4.7,3,,,,,,
1311382,167860,1008,151,0,49,,,,,
1311419,167861,1004,94.16,24,,,,,,
1311421,167861,1008,857,0,49,,,,,
1311452,167861,1003,1.76,24,,,,,,
1311458,167861,1093,5,0,,,,,,
1311477,167861,1253,110,0,,,,,,
1311478,167861,1258,45.23,0,,,,,,
1311497,167862,1253,301,109,,,,,,
1311498,167862,1258,1.17,0,,,,,,
1311507,167862,1003,21.39,8,,,,,,
1311525,167862,1093,87,3,,,,,,
1311555,167862,1004,3.65,30,,,,,,
1311557,167862,1008,134,0,49,,,,,
1311572,167863,1004,4.4,0,,,,,,
1311574,167863,1008,165,0,49,,,,,
1311606,167863,1093,49,0,,,,,,
1311625,167863,1253,355,0,,,,,,
1311626,167863,1258,1.41,0,,,,,,
1311635,167863,1003,26.02,0,,,,,,
1311643,167864,1003,14.08,5,,,,,,
1311649,167864,1093,153,15,,,,,,
1311668,167864,1253,320,28,,,,,,
1311669,167864,1258,0.96,0,,,,,,
1311678,167864,1004,2.72,6,,,,,,
1311680,167864,1008,85,0,49,,,,,
1311717,167865,1004,2.59,14,,,,,,
1311719,167865,1008,100,0,49,,,,,
1311754,167865,1093,98,0,,,,,,
1311773,167865,1253,363,8,,,,,,
1311774,167865,1258,0.86,0,,,,,,
1311783,167865,1003,17.86,15,,,,,,
1311791,167866,1003,28.2,3,,,,,,
1311797,167866,1093,107,0,,,,,,
1311816,167866,1253,504,0,,,,,,
1311817,167866,1258,1.06,0,,,,,,
1311852,167866,1004,3.2,3,,,,,,
1311854,167866,1008,149,0,49,,,,,
1311862,167867,1003,16.85,1,1,,,,,
1311868,167867,1093,75,1,1,,,,,
1311874,167867,1253,223,1,1,,,,,
1311875,167867,1257,0.13,1,1,,,,,
1311876,167867,1258,4.025,1,1,,,,,
1311904,167867,1004,10.14,1,1,,,,,
1311941,167867,1008,159,1,1,,,,,
1312000,167868,1004,12.14,12,1,9.92,15.64,,,
1312001,167868,1008,222,0,49,,,,,
1312021,167868,1253,82,6,1,75,88,,,
1312022,167868,1257,0.025,0,18,,,,,
1312023,167868,1258,2.557,0,49,,,,,
1312042,167868,1003,26.38,12,1,24.15,29.65,,,
1312048,167868,1093,88,12,1,77,97,,,
1312124,167869,1253,48,3,1,47,50,,,
1312125,167869,1257,0.007,0,49,,,,,
1312153,167869,1003,20.31,5,1,16.19,22.75,,,
1312156,167869,1093,751,5,1,653,885,,,
1312163,167869,1258,0.9,0,49,,,,,
1312183,167869,1004,2.62,5,1,1.56,5.2,,,
1312187,167869,1008,110,0,49,,,,,
1312201,167870,1003,11.63,1,1,,,,,
1312235,167870,1253,83,1,1,,,,,
1312236,167870,1257,0.065,0,49,,,,,
1312237,167870,1258,2.945,0,49,,,,,
1312273,167870,1004,10.02,1,1,,,,,
1312317,167870,1008,140,0,49,,,,,
1312321,167870,1093,946,0,44,,,,,
1312352,167871,1003,20.93,0,,,,,,
1312354,167871,1253,53,0,,,,,,
1312355,167871,1258,1.81,0,,,,,,
1312368,167871,1093,1203,0,,,,,,
1312385,167871,1004,5.53,0,,,,,,
1312387,167871,1008,145,0,49,,,,,
1312445,167872,1004,9.02,5,,,,,,
1312447,167872,1008,178,0,49,,,,,
1312476,167872,1003,22.62,5,,,,,,
1312482,167872,1093,1500,3,,,,,,
1312499,167872,1253,59,3,,,,,,
1312500,167872,1258,3.12,0,,,,,,
1312541,167873,1004,28.19,5,,,,,,
1312543,167873,1008,315,0,49,,,,,
1312554,167873,1253,70,1,,,,,,
1312555,167873,1258,10.13,0,,,,,,
1312564,167873,1003,12.78,5,,,,,,
1312570,167873,1093,1088,4,,,,,,
1312593,167874,1093,1269,52,,,,,,
1312612,167874,1253,45,11,,,,,,
1312613,167874,1258,1.44,0,,,,,,
1312622,167874,1003,19.56,53,,,,,,
1312624,167874,1004,4.25,53,,,,,,
1312626,167874,1008,122,0,,,,,,
1312713,167875,1004,18.52,0,,,,,,
1312715,167875,1008,246,0,49,,,,,
1312720,167875,1003,18.49,0,,,,,,
1312722,167875,1253,56,0,,,,,,
1312723,167875,1258,6.62,0,,,,,,
1312736,167875,1093,1284,0,,,,,,
1312781,167876,1003,22.32,24,,,,,,
1312787,167876,1093,1516,0,,,,,,
1312795,167876,1253,52,0,,,,,,
1312796,167876,1258,1.92,0,,,,,,
1312829,167876,1004,5.71,24,,,,,,
1312831,167876,1008,147,0,49,,,,,
1312891,167877,1004,61.41,97,,,,,,
1312893,167877,1008,579,0,49,,,,,
1312904,167877,1003,5.68,106,,,,,,
1312910,167877,1093,505,0,,,,,,
1312914,167877,1253,68,0,,,,,,
1312915,167877,1258,22.52,0,,,,,,
1312948,167878,1093,624,0,,,,,,
1312954,167878,1003,7.64,63,,,,,,
1312971,167878,1253,86,0,,,,,,
1312972,167878,1258,22.69,0,,,,,,
1313006,167878,1004,61.86,63,,,,,,
1313008,167878,1008,591,0,49,,,,,
1313040,167879,1004,21.35,0,,,,,,
1313042,167879,1008,280,0,49,,,,,
1313080,167879,1093,1072,0,,,,,,
1313084,167879,1253,58,0,,,,,,
1313085,167879,1258,7.67,0,,,,,,
1313103,167879,1003,20.43,0,,,,,,
1313133,167880,1003,24.94,9,,,,,,
1313139,167880,1093,1231,0,,,,,,
1313157,167880,1253,48,0,,,,,,
1313158,167880,1258,2.36,0,,,,,,
1313170,167880,1004,7.04,9,,,,,,
1313172,167880,1008,170,0,49,,,,,
1313208,167881,1004,35.8,1,,,,,,
1313210,167881,1008,396,0,49,,,,,
1313242,167881,1093,25,0,,,,,,
1313261,167881,1253,129,1,,,,,,
1313262,167881,1258,12.45,0,,,,,,
1313271,167881,1003,17,1,,,,,,
1313288,167882,1003,29.56,6,1,28.19,30.99,,,
1313311,167882,1093,99,0,12,,,,,
1313317,167882,1253,78,6,1,74,84,,,
1313318,167882,1257,0.026,0,18,,,,,
1313319,167882,1258,2.597,0,18,,,,,
1313338,167882,1008,195,0,49,,,,,
1313352,167882,1004,7.66,6,1,6.08,8.33,,,
1313400,167883,1004,9.73,6,1,8.44,13.81,,,
1313401,167883,1008,211,0,49,,,,,
1313439,167883,1003,28.84,6,1,28.19,29.49,,,
1313446,167883,1093,88,0,16,,,,,
1313457,167883,1253,77,6,1,73,81,,,
1313458,167883,1257,0.025,0,18,,,,,
1313459,167883,1258,2.563,0,49,,,,,
1313523,167884,1253,82,0,54,,,,,
1313532,167884,1003,25.02,0,54,,,,,
1313540,167884,1093,85,0,54,,,,,
1313543,167884,1004,16.56,0,54,,,,,
1313545,167884,1008,256,0,56,,,,,
1313578,167884,1258,4.266,0,51,,,,,
1313610,167884,1257,0.119,0,49,,,,,
1313638,167885,1004,7.46,34,,,,,,
1313640,167885,1008,144,0,49,,,,,
1313675,167885,1093,1276,36,,,,,,
1313679,167885,1003,17.97,156,,,,,,
1313681,167885,1253,38,5,,,,,,
1313682,167885,1258,2.45,0,,,,,,
1313730,167886,1003,20.94,8,,,,,,
1313732,167886,1253,41,6,,,,,,
1313733,167886,1258,2.81,0,,,,,,
1313746,167886,1093,1068,8,,,,,,
1313777,167886,1004,8.43,8,,,,,,
1313779,167886,1008,167,0,49,,,,,
1313797,167887,1003,29.36,0,54,,,,,
1313805,167887,1093,86,0,54,,,,,
1313836,167887,1253,70,0,54,,,,,
1313837,167887,1257,0.044,0,56,,,,,
1313838,167887,1258,3.058,0,56,,,,,
1313858,167887,1004,7.86,0,54,,,,,
1313860,167887,1008,196,0,56,,,,,
1313917,167888,1004,14.95,0,,,,,,
1313919,167888,1008,216,0,49,,,,,
1313946,167888,1003,18.95,0,,,,,,
1313951,167888,1093,55,0,,,,,,
1313970,167888,1253,67,0,,,,,,
1313971,167888,1258,5.28,0,,,,,,
1314001,167889,1253,60,0,,,,,,
1314002,167889,1258,4.86,0,,,,,,
1314023,167889,1093,42,0,,,,,,
1314026,167889,1003,19.9,0,,,,,,
1314028,167889,1004,14.01,0,,,,,,
1314030,167889,1008,211,0,49,,,,,
1314064,167890,1004,15.79,0,,,,,,
1314066,167890,1008,255,0,49,,,,,
1314093,167890,1003,26.29,0,,,,,,
1314098,167890,1093,40,0,,,,,,
1314114,167890,1253,73,0,,,,,,
1314115,167890,1258,6.12,0,,,,,,
1314132,167891,1093,62,0,,,,,,
1314136,167891,1003,27.63,0,,,,,,
1314153,167891,1253,82,0,,,,,,
1314154,167891,1258,5.79,0,,,,,,
1314158,167891,1004,15.76,0,,,,,,
1314160,167891,1008,260,0,49,,,,,
1314214,167892,1003,25.82,0,,,,,,
1314219,167892,1093,50,0,,,,,,
1314230,167892,1253,73,0,,,,,,
1314231,167892,1258,6.72,0,,,,,,
1314264,167892,1004,18.05,0,,,,,,
1314265,167892,1008,273,0,49,,,,,
1314318,167893,1253,70,0,,,,,,
1314319,167893,1258,4.3,0,,,,,,
1314337,167893,1093,52,0,,,,,,
1314340,167893,1003,27.68,0,,,,,,
1314357,167893,1004,11.8,0,,,,,,
1314359,167893,1008,224,0,49,,,,,
1314387,167894,1004,10.13,15,,,,,,
1314389,167894,1008,214,0,49,,,,,
1314417,167894,1093,50,5,,,,,,
1314419,167894,1003,28.81,15,,,,,,
1314430,167894,1253,83,15,,,,,,
1314431,167894,1258,3.54,0,,,,,,
1314445,167895,1004,11.82,0,54,,,,,
1314447,167895,1008,189,0,56,,,,,
1314480,167895,1003,19.34,0,54,,,,,
1314488,167895,1093,63,0,54,,,,,
1314516,167895,1253,74,0,56,,,,,
1314530,167895,1258,2.37,0,56,,,,,
1314558,167895,1257,0.067,0,49,,,,,
1314561,167896,1003,26.49,0,54,,,,,
1314568,167896,1093,58,0,54,,,,,
1314579,167896,1253,103,0,54,,,,,
1314580,167896,1257,0.153,0,56,,,,,
1314581,167896,1258,6.302,0,56,,,,,
1314605,167896,1004,17.71,0,54,,,,,
1314607,167896,1008,273,0,56,,,,,
1314684,167897,1003,21.75,0,54,,,,,
1314713,167897,1253,91,0,54,,,,,
1314714,167897,1257,0.048,0,56,,,,,
1314715,167897,1258,10.689,0,56,,,,,
1314742,167897,1004,29.46,0,54,,,,,
1314744,167897,1008,359,0,56,,,,,
1314779,167897,1093,52,0,54,,,,,
1314784,167898,1004,5.47,0,54,,,,,
1314786,167898,1008,171,0,49,,,,,
1314837,167898,1003,28.41,0,54,,,,,
1314845,167898,1093,56,0,54,,,,,
1314872,167898,1253,80,0,54,,,,,
1314873,167898,1257,0.008,0,56,,,,,
1314874,167898,1258,1.87,0,56,,,,,
1314901,167899,1003,28.19,0,54,,,,,
1314908,167899,1093,65,0,54,,,,,
1314934,167899,1253,76,0,54,,,,,
1314935,167899,1257,0.019,0,56,,,,,
1314936,167899,1258,1.785,0,56,,,,,
1314953,167899,1004,5.53,0,54,,,,,
1314955,167899,1008,170,0,56,,,,,
1315025,167900,1004,7.32,0,54,,,,,
1315027,167900,1008,192,0,56,,,,,
1315065,167900,1003,29.62,0,54,,,,,
1315073,167900,1093,66,0,54,,,,,
1315112,167900,1253,84,0,54,,,,,
1315113,167900,1257,0.04,0,56,,,,,
1315114,167900,1258,2.528,0,56,,,,,
1315144,167901,1093,63,12,1,58,66,,,
1315163,167901,1003,22.81,12,1,20.25,23.63,,,
1315165,167901,1257,0.007,0,49,,,,,
1315166,167901,1258,0.906,0,49,,,,,
1315185,167901,1004,2.59,18,1,1.7,4.7,,,
1315186,167901,1008,121,0,49,,,,,
1315234,167901,1253,63,6,1,57,66,,,
1315256,167902,1093,56,5,,,,,,
1315260,167902,1003,16.88,0,,,,,,
1315267,167902,1253,72,1,,,,,,
1315268,167902,1258,7.87,0,,,,,,
1315272,167902,1004,21.19,12,,,,,,
1315274,167902,1008,263,0,49,,,,,
1315336,167903,1004,20.77,13,,,,,,
1315338,167903,1008,297,0,49,,,,,
1315366,167903,1003,25.69,13,,,,,,
1315368,167903,1253,94,13,,,,,,
1315369,167903,1258,7.72,0,,,,,,
1315390,167903,1093,73,4,,,,,,
1315400,167904,1003,29.86,0,,,,,,
1315405,167904,1093,64,0,,,,,,
1315424,167904,1253,94,0,,,,,,
1315425,167904,1258,2.93,0,,,,,,
1315432,167904,1004,8.11,0,,,,,,
1315434,167904,1008,201,0,49,,,,,
1315459,167905,1004,3.96,0,54,,,,,
1315461,167905,1008,147,0,56,,,,,
1315512,167905,1003,26.04,0,54,,,,,
1315520,167905,1093,57,0,54,,,,,
1315546,167905,1253,73,0,54,,,,,
1315547,167905,1257,0.038,0,56,,,,,
1315548,167905,1258,1.358,0,56,,,,,
1315577,167906,1004,13.66,0,54,,,,,
1315582,167906,1008,235,0,56,,,,,
1315605,167906,1003,26.07,0,54,,,,,
1315610,167906,1093,55,0,54,,,,,
1315631,167906,1253,83,0,54,,,,,
1315632,167906,1257,0.058,0,56,,,,,
1315633,167906,1258,4.703,0,56,,,,,
1315704,167907,1004,5.88,0,,,,,,
1315706,167907,1008,144,0,49,,,,,
1315730,167907,1003,21.23,0,,,,,,
1315735,167907,1093,54,0,,,,,,
1315754,167907,1253,60,0,,,,,,
1315755,167907,1258,2.03,0,,,,,,
1315766,167908,1003,29.47,0,,,,,,
1315771,167908,1093,57,0,,,,,,
1315790,167908,1253,85,0,,,,,,
1315791,167908,1258,3.34,0,,,,,,
1315817,167908,1004,9.44,0,,,,,,
1315819,167908,1008,211,0,49,,,,,
1315831,167909,1258,1.17,9,1,,,,,
1315844,167909,1003,18.43,326,1,,,,,
1315846,167909,1253,51,19,1,,,,,
1315848,167909,1093,1038,20,1,,,,,
1315850,167909,1004,3.59,375,1,,,,,
1315853,167909,1008,106,0,47,,,,,
1315856,167910,1004,3.07,16,1,,,,,
1315867,167910,1003,18.2,14,1,,,,,
1315872,167910,1258,1.05,8,1,,,,,
1315878,167910,1008,119,0,47,,,,,
1315880,167910,1093,413,15,1,,,,,
1315882,167910,1253,46,8,1,,,,,
1315885,167911,1003,16.88,727,1,,,,,
1315889,167911,1093,1016,12,1,,,,,
1315893,167911,1253,49,6,1,,,,,
1315894,167911,1258,1.83,6,1,,,,,
1315898,167911,1008,122,0,47,,,,,
1315903,167911,1004,4.94,802,1,,,,,
1315957,167912,1004,5,12,1,4.1,6.8,,,
1315975,167912,1003,28.95,4,1,26.97,30.89,,,
1315986,167912,1253,75,4,1,68,85,,,
1315987,167912,1257,0.03,3,1,0,0.09,,,
1315989,167912,1093,209,4,1,141,272,,,
1316007,167912,1258,1.797,0,49,,,,,
1316017,167912,1008,169,0,49,,,,,
1316099,167913,1004,7.66,0,54,,,,,
1316101,167913,1008,190,0,49,,,,,
1316112,167913,1253,75,0,54,,,,,
1316113,167913,1257,0.087,0,54,,,,,
1316114,167913,1258,2.725,0,56,,,,,
1316118,167913,1093,205,0,54,,,,,
1316120,167913,1003,28.35,0,54,,,,,
1316163,167914,1003,35.73,4,1,32.44,39.41,,,
1316168,167914,1093,2193,4,1,1990,2330,,,
1316182,167914,1253,107,4,1,103,112,,,
1316194,167914,1004,43.27,4,1,40.71,46.78,,,
1316221,167914,1008,548,0,49,,,,,
1316231,167914,1258,14.187,0,49,,,,,
1316235,167915,1004,3.56,5,1,2.37,4.45,,,
1316237,167915,1008,121,0,49,,,,,
1316272,167915,1003,21.41,5,1,19.22,24.7,,,
1316283,167915,1093,1150,2,1,1090,1210,,,
1316315,167915,1253,62,5,1,55,76,,,
1316340,167915,1257,0.032,0,49,,,,,
1316341,167915,1258,1.254,0,49,,,,,
1316370,167916,1003,15.43,1,1,,,,,
1316380,167916,1093,1170,1,1,,,,,
1316393,167916,1253,53,1,1,,,,,
1316420,167916,1004,3.48,1,1,,,,,
1316431,167916,1257,0.031,0,10,,,,,
1316432,167916,1258,1.227,0,10,,,,,
1316471,167916,1008,95,0,49,,,,,
1316474,167917,1004,4.43,6,1,2.15,6.65,,,
1316476,167917,1008,128,0,49,,,,,
1316511,167917,1003,20.92,6,1,17.42,25.38,,,
1316522,167917,1093,1060,3,1,935,1270,,,
1316554,167917,1253,65,6,1,57,79,,,
1316579,167917,1257,0.028,0,49,,,,,
1316580,167917,1258,1.402,0,49,,,,,
1316598,167918,1093,1374,5,1,1220,1630,,,
1316630,167918,1253,65,8,1,55,71,,,
1316631,167918,1257,0.035,0,49,,,,,
1316632,167918,1258,1.439,0,49,,,,,
1316649,167918,1003,22.04,8,1,19.35,23.9,,,
1316675,167918,1004,4.3,8,1,2.98,6.19,,,
1316677,167918,1008,131,0,49,,,,,
1316719,167919,1004,4.25,8,1,3.02,5.8,,,
1316720,167919,1008,137,0,49,,,,,
1316787,167919,1093,861,3,1,759,955,,,
1316819,167919,1253,72,8,1,67,85,,,
1316820,167919,1257,0.035,0,49,,,,,
1316821,167919,1258,1.418,0,49,,,,,
1316838,167919,1003,24.14,8,1,22.21,27.46,,,
1316842,167920,1003,24.95,7,1,22.61,28.06,,,
1316853,167920,1093,820,3,1,786,874,,,
1316885,167920,1253,74,7,1,63,88,,,
1316886,167920,1008,145,0,49,,,,,
1316910,167920,1004,4.97,7,1,3.97,7.42,,,
1316922,167920,1257,0.036,0,49,,,,,
1316923,167920,1258,1.564,0,49,,,,,
1316965,167921,1004,11.34,1,47,,,,,
1316967,167921,1008,293,1,47,,,,,
1316971,167921,1003,6.16,1,47,,,,,
1316976,167921,1093,1066,1,47,,,,,
1316981,167921,1257,0.88,1,47,,,,,
1316982,167921,1258,4.07,1,47,,,,,
1316983,167922,1004,6.9,1,46,,,,,
1316985,167922,1008,241,0,49,,,,,
1316991,167922,1003,4.4,1,46,,,,,
1316996,167922,1093,300,1,46,,,,,
1316999,167922,1253,47,1,46,,,,,
1317000,167922,1257,0.2,1,46,,,,,
1317001,167922,1258,1.4,1,46,,,,,
1317002,167923,1003,8.07,0,47,,,,,
1317005,167923,1004,4.15,0,47,,,,,
1317007,167923,1008,273,0,47,,,,,
1317011,167923,1258,1.013,0,49,,,,,
1317013,167923,1093,488,0,44,,,,,
1317039,167924,1008,305,0,47,,,,,
1317055,167924,1258,0.427,0,47,,,,,
1317056,167924,1003,5,0,47,,,,,
1317059,167924,1004,1.09,0,47,,,,,
1317063,167924,1093,174,0,47,,,,,
1317070,167925,1258,4.81,0,49,,,,,
1317090,167925,1008,490,0,49,,,,,
1317106,167925,1253,6,3,1,6,6,,,
1317120,167925,1093,878,6,1,838,950,,,
1317124,167925,1003,8.92,6,1,8.68,9.4,,,
1317151,167925,1004,24.41,6,1,24.14,24.99,,,
1317178,167926,1258,0.855,0,49,,,,,
1317198,167926,1008,239,0,49,,,,,
1317230,167926,1004,4.73,4,1,3.52,7.72,,,
1317242,167926,1093,566,4,1,455,693,,,
1317252,167926,1003,5.88,4,1,5.15,7.17,,,
1317268,167927,1257,0.034,0,49,,,,,
1317296,167927,1008,385,0,49,,,,,
1317340,167927,1093,311,17,1,258,345,,,
1317341,167927,1003,4.01,17,1,3.62,4.25,,,
1317353,167927,1258,3.091,0,49,,,,,
1317356,167927,1004,9.02,17,1,7.01,9.67,,,
1317388,167928,1004,11.03,2,1,10.88,11.17,,,
1317390,167928,1008,409,0,49,,,,,
1317421,167928,1003,4.7,2,1,4.54,4.87,,,
1317429,167928,1093,354,1,1,,,,,
1317445,167928,1258,2.637,0,49,,,,,
1317465,167929,1003,4.23,0,40,,,,,
1317495,167929,1253,28,1,44,,,,,
1317496,167929,1258,1.549,0,49,,,,,
1317508,167929,1004,4.22,0,40,,,,,
1317510,167929,1008,255,0,49,,,,,
1317555,167929,1093,413,0,44,,,,,
1317556,167930,1003,3.41,2,1,2.81,4,,,
1317564,167930,1093,472,2,1,404,540,,,
1317587,167930,1258,11.087,0,49,,,,,
1317598,167930,1004,28.69,2,1,27.75,29.62,,,
1317600,167930,1008,506,0,49,,,,,
1317641,167931,1004,31.84,3,1,27.16,40.13,,,
1317643,167931,1008,521,0,49,,,,,
1317684,167931,1003,6.1,3,1,5.5,6.44,,,
1317692,167931,1093,393,3,1,326,454,,,
1317715,167931,1258,8.862,0,49,,,,,
1317726,167932,1003,2.97,2,1,2.44,3.5,,,
1317734,167932,1093,409,2,1,360,457,,,
1317757,167932,1258,9.596,0,49,,,,,
1317767,167932,1004,25.46,2,1,24.54,26.37,,,
1317769,167932,1008,445,0,49,,,,,
1317846,167933,1008,416,0,49,,,,,
1317860,167933,1093,745,0,44,,,,,
1317867,167933,1004,7.59,4,1,6.69,8.21,,,
1317905,167933,1003,11.34,4,1,11.19,11.5,,,
1317917,167933,1257,0.096,0,49,,,,,
1317918,167933,1258,1.067,0,49,,,,,
1317944,167934,1008,444,0,49,,,,,
1317986,167934,1093,776,0,44,,,,,
1317987,167934,1003,9.34,4,1,9.19,9.62,,,
1318007,167934,1257,0.201,0,49,,,,,
1318008,167934,1258,2.112,0,49,,,,,
1318049,167934,1004,13.37,4,1,12.95,13.82,,,
1318097,167935,1004,11.58,3,1,5.81,18.45,,,
1318099,167935,1008,367,0,49,,,,,
1318116,167935,1093,228,3,1,128,283,,,
1318119,167935,1257,1.103,0,49,,,,,
1318120,167935,1258,2.183,0,49,,,,,
1318148,167935,1003,9.42,3,1,8.5,10.69,,,
1318180,167935,1253,30,0,20,,,,,
1318184,167936,1003,6.81,1,1,,,,,
1318195,167936,1093,515,1,1,,,,,
1318198,167936,1004,25.24,1,1,,,,,
1318200,167936,1008,467,0,49,,,,,
1318210,167937,1004,21.7,1,1,,,,,
1318212,167937,1008,418,0,49,,,,,
1318224,167937,1003,6.62,1,1,,,,,
1318235,167937,1093,357,1,1,,,,,
1318240,167938,1003,8.81,1,1,,,,,
1318251,167938,1093,445,1,1,,,,,
1318254,167938,1004,16.11,1,1,,,,,
1318256,167938,1008,445,0,49,,,,,
1318269,167939,1093,544,10,1,522,571,,,
1318289,167939,1257,0.24,0,49,,,,,
1318290,167939,1258,5.281,0,49,,,,,
1318304,167939,1003,8.36,10,1,7.28,8.89,,,
1318327,167939,1004,16.61,10,1,14.2,18.4,,,
1318329,167939,1008,350,0,49,,,,,
1318411,167940,1093,305,10,1,285,339,,,
1318447,167940,1004,26.61,10,1,19.6,29.4,,,
1318449,167940,1008,452,0,49,,,,,
1318491,167940,1003,4.45,10,1,4.29,5.3,,,
1318505,167940,1253,5,6,1,1,6,,,
1318506,167940,1257,0.295,0,49,,,,,
1318507,167940,1258,12.649,0,49,,,,,
1318531,167941,1093,1167,1,44,,,,,
1318532,167941,1003,10,1,44,,,,,
1318540,167941,1258,3.333,1,44,,,,,
1318550,167941,1004,11.67,1,44,,,,,
1318565,167941,1008,418,0,49,,,,,
1318634,167942,1004,10.71,1,44,,,,,
1318636,167942,1008,398,0,49,,,,,
1318708,167942,1003,7.14,1,44,,,,,
1318715,167942,1093,1214,1,44,,,,,
1318735,167943,1004,3.13,1,44,,,,,
1318744,167943,1003,12.5,1,44,,,,,
1318749,167943,1093,375,1,44,,,,,
1318797,167943,1008,266,0,49,,,,,
1318819,167944,1003,10.42,1,44,,,,,
1318827,167944,1093,750,1,44,,,,,
1318846,167944,1253,10,1,44,,,,,
1318848,167944,1258,6.25,1,44,,,,,
1318864,167944,1004,20.83,1,44,,,,,
1318866,167944,1008,408,0,49,,,,,
1318906,167945,1004,7.89,1,44,,,,,
1318908,167945,1008,249,0,49,,,,,
1318943,167945,1003,8.77,1,44,,,,,
1318951,167945,1093,561,1,44,,,,,
1318972,167945,1258,0.877,1,44,,,,,
1318986,167946,1008,387,0,49,,,,,
1319009,167946,1253,2,0,40,,,,,
1319010,167946,1257,0.036,0,40,,,,,
1319011,167946,1258,2.073,0,49,,,,,
1319068,167946,1003,16.8,0,44,,,,,
1319072,167946,1093,168,0,44,,,,,
1319082,167946,1004,14.29,0,44,,,,,
1319086,167947,1008,489,0,49,,,,,
1319135,167947,1093,54,0,40,,,,,
1319156,167947,1253,14,0,40,,,,,
1319158,167947,1258,17.143,0,40,,,,,
1319177,167947,1003,5.71,0,47,,,,,
1319178,167947,1004,28.57,0,47,,,,,
1319210,167948,1008,499,0,49,,,,,
1319212,167948,1093,950,0,44,,,,,
1319213,167948,1003,7.7,15,,,,,,
1319239,167948,1258,4.34,0,,,,,,
1319240,167948,1004,22.6,15,,,,,,
1319272,167949,1003,5.46,12,1,5.12,5.75,,,
1319280,167949,1093,928,12,1,775,1070,,,
1319296,167949,1257,0.272,0,49,,,,,
1319297,167949,1258,3.749,0,49,,,,,
1319314,167949,1004,36.54,12,1,35.18,38.72,,,
1319316,167949,1008,567,0,49,,,,,
1319388,167949,1253,7,0,51,,,,,
1319419,167950,1003,8.5,8,,,,,,
1319448,167950,1004,15.64,0,46,,,,,
1319450,167950,1008,446,0,49,,,,,
1319451,167950,1093,564,0,44,,,,,
1319456,167950,1258,2.43,0,47,,,,,
1319484,167951,1093,278,1,,,,,,
1319504,167951,1258,5.24,0,,,,,,
1319509,167951,1003,5.1,2,,,,,,
1319511,167951,1004,13.5,2,,,,,,
1319513,167951,1008,404,0,,,,,,
1319555,167952,1004,16.3,1,,,,,,
1319557,167952,1008,438,0,49,,,,,
1319577,167952,1093,344,1,,,,,,
1319597,167952,1258,11.41,0,,,,,,
1319602,167952,1003,7.3,1,,,,,,
1319605,167953,1008,341,0,49,,,,,
1319704,167954,1258,7.25,0,49,,,,,
1319732,167954,1093,278,1,,,,,,
1319736,167954,1003,7.4,2,,,,,,
1319738,167954,1004,17.2,2,,,,,,
1319740,167954,1008,443,0,49,,,,,
1319771,167955,1004,15.8,2,,,,,,
1319773,167955,1008,426,0,49,,,,,
1319801,167955,1003,10.5,2,,,,,,
1319818,167955,1258,3.65,0,,,,,,
1319827,167955,1093,409,2,,,,,,
1319918,167956,1253,2,0,40,,,,,
1319919,167956,1257,0.017,0,40,,,,,
1319920,167956,1258,20.59,0,49,,,,,
1319936,167956,1004,44.1,0,44,,,,,
1319938,167956,1008,609,0,49,,,,,
1319942,167956,1093,29,0,44,,,,,
1319947,167956,1003,2.94,0,44,,,,,
1319950,167957,1004,0.02,0,40,,,,,
1319952,167957,1008,261,0,40,,,,,
1320026,167958,1008,506,0,49,,,,,
1320040,167958,1003,17.31,1,1,,,,,
1320046,167958,1093,413,1,1,,,,,
1320049,167958,1258,3.785,0,40,,,,,
1320074,167958,1004,25.58,1,1,,,,,
1320135,167959,1008,387,0,49,,,,,
1320165,167959,1258,0.637,0,49,,,,,
1320187,167959,1004,4.54,4,1,4.41,4.68,,,
1320201,167959,1003,12.94,4,1,12.84,12.99,,,
1320215,167959,1093,8,4,1,7,11,,,
1320247,167960,1003,9.3,10,,,,,,
1320260,167960,1253,11,5,,,,,,
1320261,167960,1258,6.41,0,,,,,,
1320274,167960,1093,889,10,,,,,,
1320277,167960,1004,33.2,12,,,,,,
1320279,167960,1008,526,0,49,,,,,
1320324,167961,1008,544,0,49,,,,,
1320338,167961,1093,1818,0,44,,,,,
1320339,167961,1004,31.3,16,,,,,,
1320367,167961,1003,61.3,20,,,,,,
1320381,167961,1253,95,15,,,,,,
1320382,167961,1258,11.37,0,,,,,,
1320401,167962,1003,6.51,13,1,5.56,7.25,,,
1320415,167962,1093,545,13,1,443,934,,,
1320423,167962,1257,0.124,0,49,,,,,
1320424,167962,1258,4.002,0,49,,,,,
1320470,167962,1004,31.06,13,1,26.19,33.08,,,
1320472,167962,1008,487,0,49,,,,,
1320512,167963,1093,549,0,67,,,,,
1320515,167963,1003,8.1,39,,,,,,
1320536,167963,1253,7,5,,,,,,
1320537,167963,1258,8.89,0,,,,,,
