id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
1533772,170566,1004,30.17,1,,,,,,
1533774,170566,1008,501,0,49,,,,,
1533782,170566,1003,7.49,1,,,,,,
1533807,170566,1258,3.923,0,,,,,,
1533832,170567,1003,21.15,91,1,16.82,25.43,,,
1533856,170567,1257,0.015,0,49,,,,,
1533857,170567,1258,3.802,0,49,,,,,
1533883,170567,1004,49.93,90,1,43.7,54.1,,,
1533885,170567,1008,579,0,49,,,,,
1533917,170567,1093,1,85,1,0,11,,,
1533973,170568,1003,21.4,12,1,19.48,22.5,,,
1533979,170568,1257,0.019,4,1,0,0.029,,,
1533980,170568,1258,3.953,0,49,,,,,
1533997,170568,1093,19,8,1,7,31,,,
1534011,170568,1004,52.52,11,1,48.89,57.4,,,
1534013,170568,1008,590,0,49,,,,,
1534071,170569,1003,14.32,7,1,13.89,14.78,,,
1534083,170569,1093,3,7,1,2,5,,,
1534127,170569,1004,67.1,11,1,65,68.6,,,
1534129,170569,1008,659,0,49,,,,,
1534163,170569,1258,16.134,0,49,,,,,
1534195,170570,1003,24.9,6,,,,,,
1534201,170570,1093,1,4,,,,,,
1534221,170570,1258,1.306,0,,,,,,
1534222,170570,1004,56.98,12,,,,,,
1534224,170570,1008,612,0,49,,,,,
1534274,170571,1004,46.35,2,,,,,,
1534276,170571,1008,574,0,49,,,,,
1534299,170571,1003,15.31,2,,,,,,
1534305,170571,1093,16,0,,,,,,
1534317,170571,1258,9.157,0,,,,,,
1534383,170572,1093,13,3,1,10,18,,,
1534391,170572,1003,16.84,8,1,16.14,18.26,,,
1534410,170572,1004,47.77,3,1,44.1,50.2,,,
1534444,170572,1008,580,0,49,,,,,
1534450,170572,1258,8.478,0,49,,,,,
1534464,170573,1003,4.48,0,,,,,,
1534478,170573,1093,4,0,,,,,,
1534489,170573,1258,0.175,0,,,,,,
1534494,170573,1004,1.19,0,,,,,,
1534496,170573,1008,239,0,49,,,,,
1534525,170574,1004,2.26,4,,,,,,
1534527,170574,1008,213,0,49,,,,,
1534552,170574,1003,2.42,4,,,,,,
1534567,170574,1093,3,4,,,,,,
1534578,170574,1258,0.425,0,,,,,,
1534589,170575,1003,1.63,1,,,,,,
1534594,170575,1093,2,0,,,,,,
1534614,170575,1258,0.235,0,,,,,,
1534617,170575,1004,1.25,1,,,,,,
1534619,170575,1008,196,0,49,,,,,
1534662,170576,1004,4.45,2,,,,,,
1534664,170576,1008,374,0,49,,,,,
1534689,170576,1003,6.39,2,,,,,,
1534695,170576,1093,37,1,,,,,,
1534715,170576,1258,0.837,0,,,,,,
1534727,170577,1093,285,3,1,234,318,,,
1534730,170577,1003,3.13,3,1,2.86,3.39,,,
1534733,170577,1257,0.002,0,49,,,,,
1534734,170577,1258,26.396,0,49,,,,,
1534799,170577,1004,27.99,3,1,26.5,29.78,,,
1534824,170577,1008,456,0,49,,,,,
1534863,170578,1258,28.101,0,,,,,,
1534867,170578,1003,3.35,0,,,,,,
1534888,170578,1093,20,0,,,,,,
1534895,170578,1004,31.69,0,,,,,,
1534897,170578,1008,443,0,49,,,,,
1534927,170579,1004,47,0,,,,,,
1534929,170579,1008,592,0,49,,,,,
1534957,170579,1093,37,0,,,,,,
1534961,170579,1003,5.3,0,,,,,,
1534979,170579,1258,41.678,0,,,,,,
1535002,170580,1003,3.63,1,,,,,,
1535007,170580,1093,4,0,,,,,,
1535027,170580,1258,30.753,0,,,,,,
1535031,170580,1004,34.68,1,,,,,,
1535033,170580,1008,330,0,49,,,,,
1535064,170581,1008,628,0,49,,,,,
1535087,170581,1258,4.464,0,49,,,,,
1535132,170581,1004,60.75,4,1,59.9,61.5,,,
1535156,170581,1003,14.95,4,1,14.5,15.2,,,
1535212,170582,1003,13.7,2,1,13.4,14,,,
1535241,170582,1004,61.15,2,1,60.8,61.5,,,
1535260,170582,1258,4.669,0,49,,,,,
1535266,170582,1008,629,0,49,,,,,
1535284,170583,1258,4.511,0,49,,,,,
1535289,170583,1008,646,0,49,,,,,
1535339,170583,1004,62.4,4,1,59.9,64.3,,,
1535360,170583,1003,15.03,4,1,14.2,15.8,,,
1535378,170584,1003,4.32,1,,,,,,
1535383,170584,1093,7,0,,,,,,
1535403,170584,1258,0.319,0,,,,,,
1535409,170584,1004,1.68,2,,,,,,
1535411,170584,1008,182,0,49,,,,,
1535458,170585,1257,0.033,0,49,,,,,
1535459,170585,1258,8.01,0,49,,,,,
1535483,170585,1003,19.5,1,1,,,,,
1535494,170585,1093,4,1,1,,,,,
1535530,170585,1004,53.5,1,1,,,,,
1535532,170585,1008,607,0,49,,,,,
1535567,170586,1003,23.28,3,1,21.1,25.94,,,
1535570,170586,1004,47.52,3,1,44.05,49.4,,,
1535572,170586,1008,572,0,49,,,,,
1535627,170586,1093,232,2,1,219,245,,,
1535635,170586,1257,0.027,0,49,,,,,
1535636,170586,1258,6.71,0,49,,,,,
1535675,170587,1003,20.04,10,1,17.81,21.47,,,
1535686,170587,1093,5,0,57,,,,,
1535726,170587,1257,0.055,0,49,,,,,
1535727,170587,1258,8.711,0,49,,,,,
1535756,170587,1004,53.95,10,1,52.5,56.9,,,
1535758,170587,1008,607,0,49,,,,,
1535801,170588,1003,15.52,0,,,,,,
1535819,170588,1258,9.087,0,,,,,,
1535827,170588,1093,11,0,,,,,,
1535852,170588,1004,56.17,0,,,,,,
1535854,170588,1008,615,0,49,,,,,
1535861,170589,1004,75.23,3,1,74.3,76.1,,,
1535890,170589,1003,9.2,3,1,9.1,9.3,,,
1535899,170589,1093,1,3,1,0,2,,,
1535931,170589,1258,7.238,0,49,,,,,
1535934,170589,1008,715,0,49,,,,,
1535968,170590,1093,3,0,,,,,,
1535988,170590,1258,31.184,0,,,,,,
1535989,170590,1003,10.8,1,,,,,,
1536006,170590,1004,79.55,1,,,,,,
1536008,170590,1008,719,0,49,,,,,
1536060,170591,1004,68.37,8,1,67.31,69.9,,,
1536068,170591,1003,13.69,8,1,13.14,14.57,,,
1536106,170591,1093,2,4,1,2,2,,,
1536113,170591,1258,4.899,0,49,,,,,
1536119,170591,1008,673,0,49,,,,,
1536143,170592,1008,629,0,49,,,,,
1536144,170592,1003,11.57,1,,,,,,
1536150,170592,1093,72,2,,,,,,
1536170,170592,1258,9.377,0,,,,,,
1536187,170592,1004,60.98,1,,,,,,
1536202,170593,1093,446,0,44,,,,,
1536207,170593,1258,3.571,0,44,,,,,
1536208,170593,1003,8.28,0,40,,,,,
1536210,170593,1008,500,0,44,,,,,
1536217,170593,1004,35.71,0,44,,,,,
1536249,170594,1004,60.71,0,44,,,,,
1536262,170594,1003,14.29,0,44,,,,,
1536269,170594,1093,643,0,44,,,,,
1536277,170594,1258,5.357,0,44,,,,,
1536285,170594,1008,643,0,44,,,,,
1536299,170595,1093,28,0,,,,,,
1536303,170595,1003,6.2,1,,,,,,
1536321,170595,1258,0.729,0,,,,,,
1536326,170595,1004,2.7,1,,,,,,
1536328,170595,1008,207,0,49,,,,,
1536369,170596,1004,36.29,2,,,,,,
1536371,170596,1008,506,0,49,,,,,
1536395,170596,1003,32.59,2,,,,,,
1536401,170596,1093,25,1,,,,,,
1536421,170596,1258,9.699,0,,,,,,
1536443,170597,1253,347,0,,,,,,
1536444,170597,1258,1.39,0,,,,,,
1536453,170597,1003,25.1,3,,,,,,
1536459,170597,1093,57,0,,,,,,
1536476,170597,1004,4.2,3,,,,,,
1536478,170597,1008,145,0,,,,,,
1536505,170598,1004,22.3,1,1,,,,,
1536527,170598,1003,19.29,1,1,,,,,
1536533,170598,1093,65,1,1,,,,,
1536554,170598,1253,132,1,1,,,,,
1536555,170598,1257,0.84,1,1,,,,,
1536569,170598,1008,284,0,49,,,,,
1536578,170598,1258,8.125,0,49,,,,,
1536593,170599,1003,12.07,1,1,,,,,
1536599,170599,1093,97,1,1,,,,,
1536606,170599,1253,122,1,1,,,,,
1536607,170599,1257,0.15,1,1,,,,,
1536608,170599,1258,1.291,1,1,,,,,
1536620,170599,1004,3.69,1,1,,,,,
1536678,170599,1008,85,0,49,,,,,
1536693,170600,1093,68,1,1,,,,,
1536700,170600,1253,71,1,1,,,,,
1536702,170600,1003,16.5,1,1,,,,,
1536714,170600,1004,27,1,1,,,,,
1536715,170600,1008,309,0,47,,,,,
1536756,170600,1258,11.538,0,1,,,,,
1536781,170601,1004,8.07,10,1,,,,,
1536826,170601,1003,32.62,10,1,,,,,
1536842,170601,1093,52,0,12,,,,,
1536861,170601,1253,99,0,16,,,,,
1536862,170601,1008,212,0,49,,,,,
1536865,170601,1258,3.053,0,49,,,,,
1536901,170602,1004,14.93,11,,,,,,
1536903,170602,1008,250,0,49,,,,,
1536919,170602,1003,27.1,69,,,,,,
1536921,170602,1253,86,8,,,,,,
1536922,170602,1258,6.18,0,,,,,,
1536954,170602,1093,897,0,44,,,,,
1536968,170603,1257,0.307,0,49,,,,,
1536969,170603,1258,2.572,0,49,,,,,
1536986,170603,1003,21.03,12,3,,,,,
1536994,170603,1093,81,2,3,,,,,
1537017,170603,1004,5.41,12,3,,,,,
1537019,170603,1008,134,0,49,,,,,
1537063,170603,1253,66,1,3,,,,,
1537120,170604,1258,0.95,0,49,,,,,
1537123,170604,1008,153,0,49,,,,,
1537145,170604,1253,79,1,1,,,,,
1537151,170604,1093,2790,1,1,,,,,
1537152,170604,1003,31.1,1,1,,,,,
1537161,170604,1004,1.94,1,1,,,,,
1537162,170605,1004,12.64,36,3,,,,,
1537164,170605,1008,220,0,49,,,,,
1537211,170605,1003,26.5,36,3,,,,,
1537219,170605,1093,73,3,3,,,,,
1537249,170605,1257,0.798,0,49,,,,,
1537250,170605,1258,5.28,0,49,,,,,
1537267,170605,1253,93,6,3,,,,,
1537271,170606,1004,26.91,7,,,,,,
1537273,170606,1008,312,0,49,,,,,
1537306,170606,1003,14.11,18,,,,,,
1537310,170606,1093,1131,7,,,,,,
1537328,170606,1253,67,5,,,,,,
1537329,170606,1258,11.44,0,,,,,,
1537345,170607,1008,133,0,49,,,,,
1537346,170607,1003,20.19,31,,,,,,
1537352,170607,1093,1258,33,,,,,,
1537370,170607,1253,46,8,,,,,,
1537371,170607,1258,1.81,0,,,,,,
1537384,170607,1004,4.42,33,,,,,,
1537416,170608,1004,10.96,24,3,,,,,
1537418,170608,1008,178,0,49,,,,,
1537465,170608,1003,19.23,24,3,,,,,
1537473,170608,1093,76,2,3,,,,,
1537503,170608,1257,0.676,0,49,,,,,
1537504,170608,1258,4.588,0,49,,,,,
1537521,170608,1253,70,4,3,,,,,
1537522,170609,1003,28.4,0,56,,,,,
1537530,170609,1093,62,0,56,,,,,
1537562,170609,1253,89,0,56,,,,,
1537563,170609,1257,0.366,0,56,,,,,
1537564,170609,1258,4.853,0,56,,,,,
1537618,170609,1004,12.42,0,56,,,,,
1537620,170609,1008,230,0,56,,,,,
1537640,170610,1004,7.12,0,56,,,,,
1537642,170610,1008,188,0,56,,,,,
1537701,170610,1003,29.88,0,56,,,,,
1537709,170610,1093,64,0,56,,,,,
1537743,170610,1253,89,0,56,,,,,
1537744,170610,1257,0.263,0,56,,,,,
1537745,170610,1258,2.7,0,56,,,,,
1537803,170611,1004,19.52,0,,,,,,
1537805,170611,1008,291,0,49,,,,,
1537813,170611,1253,93,0,,,,,,
1537814,170611,1258,7.53,0,,,,,,
1537821,170611,1093,65,0,,,,,,
1537825,170611,1003,26.79,0,,,,,,
1537868,170612,1003,29.75,0,,,,,,
1537874,170612,1093,70,0,,,,,,
1537878,170612,1253,93,0,,,,,,
1537879,170612,1258,3.63,0,,,,,,
1537888,170612,1004,10.08,0,,,,,,
1537890,170612,1008,218,0,49,,,,,
1537982,170613,1093,54,0,10,,,,,
1537993,170613,1003,32.9,20,54,,,,,
1538017,170613,1004,8.01,20,54,,,,,
1538035,170613,1253,92,0,16,,,,,
1538036,170613,1258,3.152,0,49,,,,,
1538038,170613,1008,213,0,49,,,,,
1538067,170614,1093,48,0,10,,,,,
1538087,170614,1003,29.23,10,54,,,,,
1538108,170614,1004,17.56,10,54,,,,,
1538127,170614,1008,283,0,49,,,,,
1538131,170614,1253,115,0,16,,,,,
1538132,170614,1258,6.911,0,49,,,,,
1538152,170615,1004,7.67,10,1,,,,,
1538184,170615,1093,54,0,12,,,,,
1538189,170615,1003,33.36,10,1,,,,,
1538221,170615,1253,100,0,16,,,,,
1538222,170615,1008,212,0,49,,,,,
1538226,170615,1258,2.903,0,49,,,,,
1538236,170616,1003,33.37,10,1,,,,,
1538242,170616,1093,55,0,12,,,,,
1538288,170616,1004,5.8,10,1,,,,,
1538311,170616,1008,195,0,49,,,,,
1538314,170616,1253,98,0,16,,,,,
1538316,170616,1258,2.194,0,49,,,,,
1538348,170617,1004,24.14,0,,,,,,
1538350,170617,1008,334,0,49,,,,,
1538366,170617,1003,27.18,0,,,,,,
1538368,170617,1253,104,0,,,,,,
1538369,170617,1258,9.59,0,,,,,,
1538379,170617,1093,65,0,,,,,,
1538427,170618,1253,100,4,3,,,,,
1538428,170618,1257,1.193,0,49,,,,,
1538429,170618,1258,8.532,0,49,,,,,
1538459,170618,1003,26.39,22,3,,,,,
1538464,170618,1093,61,4,3,,,,,
1538498,170618,1004,21.48,22,3,,,,,
1538511,170618,1008,306,0,49,,,,,
1538517,170619,1004,30.49,0,,,,,,
1538519,170619,1008,372,0,49,,,,,
1538546,170619,1003,22.8,0,,,,,,
1538552,170619,1093,64,0,,,,,,
1538571,170619,1253,85,0,,,,,,
1538572,170619,1258,12.29,0,,,,,,
1538582,170620,1003,23.48,0,,,,,,
1538588,170620,1093,65,0,,,,,,
1538607,170620,1253,84,0,,,,,,
1538608,170620,1258,10.3,0,,,,,,
1538612,170620,1004,25.54,0,,,,,,
1538614,170620,1008,331,0,49,,,,,
1538669,170621,1004,13.4,1,,,,,,
1538671,170621,1008,238,0,49,,,,,
1538674,170621,1093,73,11,,,,,,
1538683,170621,1253,81,8,,,,,,
1538684,170621,1258,5.35,0,,,,,,
1538691,170621,1003,27.53,13,,,,,,
1538741,170622,1003,27.53,0,,,,,,
1538747,170622,1093,73,0,,,,,,
1538766,170622,1253,81,0,,,,,,
1538767,170622,1258,5.99,0,,,,,,
1538771,170622,1004,15,0,,,,,,
1538773,170622,1008,253,0,49,,,,,
1538819,170623,1008,193,0,49,,,,,
1538823,170623,1253,91,0,16,,,,,
1538824,170623,1258,2.868,0,49,,,,,
1538828,170623,1004,7.53,20,1,,,,,
1538887,170623,1093,61,0,12,,,,,
1538892,170623,1003,29.41,20,1,,,,,
1538913,170624,1253,80,0,,,,,,
1538914,170624,1258,4.73,0,,,,,,
1538918,170624,1003,28.04,0,,,,,,
1538924,170624,1093,69,0,,,,,,
1538950,170624,1004,11.7,0,,,,,,
1538952,170624,1008,225,0,49,,,,,
1538963,170625,1004,8.7,0,,,,,,
1538965,170625,1008,198,0,49,,,,,
1538992,170625,1003,28.04,0,,,,,,
1538998,170625,1093,69,0,,,,,,
1539017,170625,1253,80,0,,,,,,
1539018,170625,1258,3.51,0,,,,,,
1539045,170626,1253,95,0,16,,,,,
1539046,170626,1258,3.184,0,49,,,,,
1539049,170626,1008,223,0,49,,,,,
1539053,170626,1003,33.56,20,54,,,,,
1539059,170626,1093,44,0,10,,,,,
1539087,170626,1004,8.86,20,54,,,,,
1539130,170627,1004,6.06,10,54,,,,,
1539198,170627,1093,37,0,10,,,,,
1539202,170627,1003,28.08,10,54,,,,,
1539206,170627,1008,175,0,49,,,,,
1539210,170627,1253,77,0,16,,,,,
1539211,170627,1258,2.179,0,49,,,,,
1539226,170628,1253,93,0,16,,,,,
1539227,170628,1258,2.675,0,49,,,,,
1539228,170628,1008,214,0,49,,,,,
1539264,170628,1004,7.67,20,1,,,,,
1539266,170628,1003,34,20,1,,,,,
1539293,170628,1093,44,0,12,,,,,
1539318,170629,1003,27.76,20,1,,,,,
1539324,170629,1093,36,0,12,,,,,
1539356,170629,1004,6.48,20,1,,,,,
1539393,170629,1008,177,0,49,,,,,
1539397,170629,1253,77,0,16,,,,,
1539398,170629,1258,2.26,0,49,,,,,
1539410,170630,1004,9.03,10,1,,,,,
1539447,170630,1003,33.08,10,1,,,,,
1539453,170630,1093,43,0,12,,,,,
1539486,170630,1253,95,0,16,,,,,
1539487,170630,1258,3.152,0,49,,,,,
1539489,170630,1008,223,0,49,,,,,
1539502,170631,1003,27.23,10,1,,,,,
1539508,170631,1093,36,0,12,,,,,
1539540,170631,1004,7.63,10,1,,,,,
1539581,170631,1253,78,0,16,,,,,
1539582,170631,1258,2.661,0,49,,,,,
1539583,170631,1008,185,0,49,,,,,
1539665,170632,1253,79,0,18,,,,,
1539666,170632,1257,0.215,0,18,,,,,
1539667,170632,1258,1.555,0,18,,,,,
1539687,170632,1093,63,0,18,,,,,
1539691,170632,1003,29.45,0,52,,,,,
1539697,170632,1008,162,0,49,,,,,
1539699,170632,1004,3.97,0,52,,,,,
1539706,170633,1093,67,0,18,,,,,
1539728,170633,1253,76,0,18,,,,,
1539729,170633,1257,0.177,0,18,,,,,
1539730,170633,1258,1.375,0,18,,,,,
1539792,170633,1008,163,0,49,,,,,
1539794,170633,1004,3.9,0,52,,,,,
1539795,170633,1003,29.85,0,52,,,,,
1539882,170634,1093,66,0,18,,,,,
1539900,170634,1257,0.18,0,18,,,,,
1539901,170634,1258,1.439,0,18,,,,,
1539925,170634,1003,29.94,0,52,,,,,
1539927,170634,1004,4.26,0,52,,,,,
1539928,170634,1008,166,0,49,,,,,
1539930,170634,1253,74,0,18,,,,,
1539952,170635,1093,63,0,18,,,,,
1539974,170635,1253,79,0,18,,,,,
1539975,170635,1257,0.173,0,18,,,,,
1539976,170635,1258,1.28,0,18,,,,,
1540037,170635,1008,157,0,49,,,,,
1540040,170635,1004,3.43,0,52,,,,,
1540041,170635,1003,29.52,0,52,,,,,
1540068,170636,1004,6.42,10,1,,,,,
1540084,170636,1003,27.68,10,1,,,,,
1540090,170636,1093,36,0,12,,,,,
1540131,170636,1253,76,0,16,,,,,
1540132,170636,1258,2.288,0,49,,,,,
1540135,170636,1008,176,0,49,,,,,
1540138,170637,1003,27.37,10,1,,,,,
1540171,170637,1004,4.38,10,1,,,,,
1540217,170637,1093,36,0,12,,,,,
1540220,170637,1008,149,0,49,,,,,
1540225,170637,1253,71,0,16,,,,,
1540226,170637,1258,1.563,0,49,,,,,
1540249,170638,1003,35.62,0,,,,,,
1540255,170638,1093,45,0,,,,,,
1540264,170638,1253,90,0,,,,,,
1540265,170638,1258,2.25,0,,,,,,
1540272,170638,1004,6.31,0,,,,,,
1540274,170638,1008,209,0,49,,,,,
1540367,170639,1004,7.09,0,,,,,,
1540369,170639,1008,216,0,49,,,,,
1540391,170639,1253,90,0,,,,,,
1540392,170639,1258,2.52,0,,,,,,
1540397,170639,1003,35.62,0,,,,,,
1540399,170639,1093,45,0,,,,,,
1540401,170640,1003,30.93,12,3,,,,,
1540406,170640,1093,54,0,12,,,,,
1540412,170640,1253,93,2,3,,,,,
1540413,170640,1257,0.414,0,49,,,,,
1540414,170640,1258,3.036,0,49,,,,,
1540448,170640,1004,7.7,12,3,,,,,
1540489,170640,1008,202,0,49,,,,,
1540526,170641,1003,30.7,36,3,,,,,
1540546,170641,1253,93,6,3,,,,,
1540547,170641,1257,0.438,0,49,,,,,
1540548,170641,1258,3.296,0,49,,,,,
1540578,170641,1008,198,0,49,,,,,
1540580,170641,1004,8.32,36,3,,,,,
1540630,170641,1093,59,0,12,,,,,
1540666,170642,1004,9.03,24,3,,,,,
1540667,170642,1008,211,0,49,,,,,
1540694,170642,1003,30.45,24,3,,,,,
1540699,170642,1093,71,0,18,,,,,
1540709,170642,1253,93,4,3,,,,,
1540710,170642,1257,0.472,0,49,,,,,
1540711,170642,1258,3.576,0,49,,,,,
1540792,170643,1008,198,0,49,,,,,
1540794,170643,1004,7.25,12,3,,,,,
1540813,170643,1253,93,2,3,,,,,
1540814,170643,1257,0.388,0,49,,,,,
1540815,170643,1258,2.876,0,49,,,,,
1540854,170643,1093,55,0,12,,,,,
1540860,170643,1003,31.09,12,3,,,,,
1540870,170644,1003,0.3,1,,,,,,
1540888,170644,1258,0.2,0,,,,,,
1540892,170644,1093,754,17,,,,,,
1540896,170644,1004,1.1,0,,,,,,
1540898,170644,1008,369,0,49,,,,,
1540935,170645,1004,0.2,8,,,,,,
1540943,170645,1003,0.7,11,,,,,,
1540947,170645,1093,40,3,,,,,,
1540950,170645,1258,0.01,0,,,,,,
1540976,170645,1008,242,0,49,,,,,
1541011,170646,1093,61,7,,,,,,
1541020,170646,1004,0.1,3,,,,,,
1541022,170646,1008,265,0,49,,,,,
1541052,170647,1004,2.4,1,,,,,,
1541054,170647,1008,387,0,49,,,,,
1541062,170647,1093,28,1,,,,,,
1541082,170647,1258,0.42,0,,,,,,
1541086,170647,1003,8.1,1,,,,,,
1541095,170648,1003,7,145,,,,,,
1541112,170648,1258,5.43,0,,,,,,
1541116,170648,1093,8,0,,,,,,
1541140,170648,1004,34.6,158,,,,,,
1541142,170648,1008,536,0,49,,,,,
1541178,170649,1004,34.6,158,,,,,,
1541180,170649,1008,536,0,49,,,,,
1541209,170649,1093,8,0,,,,,,
1541212,170649,1003,7,145,,,,,,
1541218,170649,1258,10.96,0,,,,,,
1541243,170650,1003,9.1,85,,,,,,
1541261,170650,1258,0.75,0,,,,,,
1541269,170650,1093,1715,87,,,,,,
1541273,170650,1004,3.5,94,,,,,,
1541275,170650,1008,381,0,49,,,,,
1541311,170651,1004,3.5,94,,,,,,
1541313,170651,1008,381,0,49,,,,,
1541337,170651,1093,289,0,,,,,,
1541341,170651,1003,9.1,85,,,,,,
1541359,170651,1258,0.75,0,,,,,,
1541370,170652,1003,7.6,7,,,,,,
1541388,170652,1258,0.54,0,,,,,,
1541395,170652,1093,4,0,,,,,,
1541403,170652,1004,3.8,7,,,,,,
1541405,170652,1008,392,0,49,,,,,
1541432,170653,1004,36.7,1,,,,,,
1541434,170653,1008,541,0,49,,,,,
1541461,170653,1003,10.9,1,,,,,,
1541466,170653,1093,29,0,,,,,,
1541486,170653,1258,6.48,0,,,,,,
1541497,170654,1003,13.8,1,,,,,,
1541515,170654,1258,5.55,0,,,,,,
1541523,170654,1093,10,0,,,,,,
1541527,170654,1004,29.4,1,,,,,,
1541529,170654,1008,462,0,49,,,,,
1541581,170655,1004,31.9,1,,,,,,
1541583,170655,1008,484,0,49,,,,,
1541591,170655,1003,14.2,1,,,,,,
1541608,170655,1258,6.1,0,,,,,,
1541616,170655,1093,27,0,,,,,,
1541621,170656,1008,465,0,49,,,,,
1541644,170656,1003,10,1,44,,,,,
1541648,170656,1093,13,1,44,,,,,
1541686,170656,1258,1.948,0,49,,,,,
1541688,170656,1004,17.93,0,67,,,,,
1541714,170657,1008,479,0,49,,,,,
1541720,170657,1004,23.71,1,,,,,,
1541742,170657,1003,16.8,1,,,,,,
1541752,170657,1093,20,1,,,,,,
1541755,170657,1258,12.64,0,,,,,,
1541783,170658,1004,9.52,0,40,,,,,
1541785,170658,1008,390,0,40,,,,,
1541787,170658,1003,2.31,0,40,,,,,
1541794,170658,1093,131,0,40,,,,,
1541803,170658,1258,0.898,0,40,,,,,
1541874,170659,1008,138,0,49,,,,,
1541901,170659,1093,97,1,44,,,,,
1541907,170659,1003,4.48,1,44,,,,,
1541914,170660,1004,5.56,1,47,,,,,
1541916,170660,1008,173,1,47,,,,,
1541920,170660,1003,4.82,1,47,,,,,
1541925,170660,1093,73,1,47,,,,,
1541928,170660,1253,53,1,47,,,,,
1541929,170660,1258,3.22,1,47,,,,,
1541930,170661,1003,3.3,1,47,,,,,
1541935,170661,1093,73,1,47,,,,,
1541938,170661,1253,8,1,47,,,,,
1541939,170661,1258,1.41,1,47,,,,,
1541940,170661,1004,2.2,1,47,,,,,
1541942,170661,1008,137,1,47,,,,,
1541946,170662,1004,4.35,1,47,,,,,
1541948,170662,1008,161,1,47,,,,,
1541952,170662,1003,4.69,1,47,,,,,
1541957,170662,1093,69,1,47,,,,,
1541960,170662,1253,14,1,47,,,,,
1541961,170662,1258,2.7,1,47,,,,,
1541962,170663,1003,4.69,1,47,,,,,
1541967,170663,1093,67,1,47,,,,,
1541970,170663,1253,15,1,47,,,,,
1541971,170663,1258,4.48,1,47,,,,,
1541972,170663,1004,7.09,1,47,,,,,
1541974,170663,1008,196,1,47,,,,,
1541978,170664,1004,6.26,1,47,,,,,
1541980,170664,1008,143,1,47,,,,,
1541984,170664,1003,3.71,1,47,,,,,
1541989,170664,1093,68,1,47,,,,,
1541992,170664,1253,18,1,47,,,,,
1541993,170664,1258,3.94,1,47,,,,,
1541994,170665,1003,4.09,1,47,,,,,
1541999,170665,1093,159,1,47,,,,,
1542002,170665,1253,2,1,47,,,,,
1542003,170665,1258,1.001,1,47,,,,,
1542004,170665,1004,4.1,1,47,,,,,
1542006,170665,1008,224,1,47,,,,,
1542015,170666,1093,191,1,47,,,,,
1542018,170666,1253,4,1,47,,,,,
1542021,170666,1258,3.25,0,51,,,,,
1542022,170666,1003,3.9,0,51,,,,,
1542023,170666,1004,5.85,0,51,,,,,
1542025,170666,1008,239,0,49,,,,,
1542028,170667,1093,86,1,47,,,,,
1542031,170667,1253,8,1,47,,,,,
1542035,170667,1004,13,0,44,,,,,
1542037,170667,1008,242,0,49,,,,,
1542038,170667,1003,5.2,0,44,,,,,
1542041,170667,1258,10.4,0,44,,,,,
1542042,170668,1004,5.8,1,47,,,,,
1542044,170668,1008,151,1,47,,,,,
1542048,170668,1003,3.54,1,47,,,,,
1542053,170668,1093,77,1,47,,,,,
1542056,170668,1253,16,1,47,,,,,
1542057,170668,1258,3.65,1,47,,,,,
1542058,170669,1003,8.93,1,44,,,,,
1542066,170669,1093,321,1,44,,,,,
1542084,170669,1253,9,1,44,,,,,
1542086,170669,1258,8.036,1,44,,,,,
1542101,170669,1004,23.21,1,44,,,,,
1542103,170669,1008,495,0,49,,,,,
1542142,170670,1003,9.51,1,47,,,,,
1542146,170670,1093,9,1,47,,,,,
1542153,170670,1258,11.745,1,47,,,,,
1542158,170670,1004,37.07,1,47,,,,,
1542162,170670,1008,573,0,49,,,,,
1542171,170671,1008,216,0,49,,,,,
1542175,170671,1004,12.7,1,44,,,,,
1542214,170671,1258,6.79,0,,,,,,
1542229,170671,1093,48,1,44,,,,,
1542251,170671,1253,32,1,44,,,,,
1542252,170671,1003,3.17,1,44,,,,,
1542267,170672,1008,388,0,49,,,,,
1542277,170672,1093,11,4,1,9,13,,,
1542291,170673,1093,2,4,1,1,2,,,
1542296,170673,1008,398,0,49,,,,,
1542307,170674,1008,399,0,49,,,,,
1542325,170674,1093,3,6,1,1,6,,,
1542328,170675,1003,2.06,3,1,1.75,2.25,,,
1542339,170675,1093,572,3,1,513,610,,,
1542346,170675,1008,347,0,49,,,,,
1542357,170676,1004,28.85,0,47,,,,,
1542359,170676,1008,538,0,49,,,,,
1542400,170676,1003,6.41,0,47,,,,,
1542408,170676,1093,63,0,40,,,,,
1542427,170676,1253,18,0,40,,,,,
1542429,170676,1258,19.23,0,40,,,,,
1542457,170677,1093,343,0,47,,,,,
1542524,170677,1004,2.03,0,40,,,,,
1542526,170677,1008,43,0,47,,,,,
1542535,170677,1003,2.87,0,47,,,,,
1542537,170677,1258,0.746,0,40,,,,,
1542543,170678,1004,15,0,47,,,,,
1542545,170678,1008,447,0,49,,,,,
1542583,170678,1093,475,0,40,,,,,
1542599,170678,1253,13,0,40,,,,,
1542601,170678,1258,8.986,0,40,,,,,
1542616,170678,1003,5,0,47,,,,,
1542704,170680,1008,490,0,49,,,,,
1542811,170680,1093,231,0,44,,,,,
1542812,170680,1003,13.44,0,44,,,,,
1542816,170680,1258,4.806,0,44,,,,,
